Respondent_ID,City,Age_Bracket,Monthly_Income,Fair_Price_Bundle,Avg_Spend_Order,Orders_Per_Week,Weekly_Workouts,Dietary_Style,Drink_Preference,Favourite_Flavours,Spirits_Enjoyed,Likely_Try_30_Days
61ee411a-1bac-47a7-b386-f7a4c991603f,Delhi,55+,67154,1000,994,4,5,Balanced,Cocktails,"Smoky, Herbal","Vodka, Whiskey",Maybe
787f2425-dbcc-4477-89e9-db0adf465290,Bangalore,25-34,73589,1000,1011,1,3,High-protein,Mocktails,"Smoky, Herbal","Gin, None",Yes
eb1fa9f2-d10b-41d0-b317-347038f16a81,Hyderabad,55+,57208,1100,1081,3,4,Keto,Both,"Herbal, Smoky, Fruity","Rum, Gin, Tequila",Maybe
d20eac17-4e20-4d1a-9983-36e375d66ed4,Hyderabad,25-34,96058,800,1068,1,1,Low-carb,Mocktails,"Spicy, Smoky",None,Yes
39118497-3a43-42ba-9f0f-06cbcb9bc326,Delhi,55+,84770,1000,830,5,7,Keto,Mocktails,Smoky,"Whiskey, Vodka, Tequila",Maybe
6601ddd0-3170-4437-a8f7-ef5a060edf5b,Bangalore,55+,62576,800,1057,4,2,Low-carb,Mocktails,"Spicy, Smoky, Fruity","Tequila, Rum, None",Yes
11c58ef0-dd46-4c09-8752-87aa5408f9ac,Hyderabad,18-24,73896,1100,1035,5,3,High-protein,Cocktails,"Fruity, Smoky, Herbal","Whiskey, None",Maybe
59e4b671-4774-4c58-85f8-bc16f7860b50,Mumbai,18-24,117123,900,842,4,6,Balanced,Both,Smoky,Gin,Yes
adf4e62d-6651-429e-8268-690ba43825b5,Pune,55+,87324,1000,823,1,4,Vegan,Both,"Fruity, Spicy, Herbal",Gin,Maybe
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,Pune,45-54,35084,1000,883,5,3,Vegan,Cocktails,"Smoky, Citrusy, Spicy","Gin, Vodka, Rum",Yes
e08596db-1d87-4966-8710-d430f071d879,Hyderabad,25-34,34963,1000,1109,5,6,Balanced,Mocktails,"Citrusy, Herbal, Spicy",Rum,Maybe
94a1875d-2db6-4edb-82de-ffccf86c2ca2,Hyderabad,45-54,49345,1200,1138,4,1,Vegan,Cocktails,Fruity,Rum,Yes
09cb3942-43f5-4a85-bbc9-f87af668a617,Pune,25-34,76068,1000,984,1,1,Low-carb,Cocktails,"Citrusy, Smoky",Gin,Yes
587ef344-6f3f-420c-98b8-e4cc1bc044fc,Hyderabad,45-54,98005,1200,1062,4,1,Low-carb,Mocktails,"Smoky, Fruity","Tequila, Rum, Whiskey",Yes
6fb78271-504d-481f-8953-5b63ba81edd9,Hyderabad,45-54,36101,1200,1263,2,2,Keto,Mocktails,Citrusy,"Rum, Whiskey",Yes
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,Delhi,45-54,61170,1100,953,4,1,Balanced,Cocktails,Herbal,"Tequila, Gin, Whiskey",Yes
30a900ad-939b-462d-a645-f129629c2ae3,Bangalore,18-24,76864,1000,1230,5,6,Balanced,Cocktails,"Herbal, Spicy","Rum, Tequila",No
6fa17735-b572-43d0-8b5c-ea6a41357e8c,Delhi,45-54,66180,900,1293,4,5,Balanced,Both,"Herbal, Spicy, Smoky","Rum, Whiskey",Yes
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,Chennai,25-34,102624,1200,892,5,0,Keto,Both,Herbal,"None, Vodka",No
f0b5156b-b82c-4074-afd5-dea589d7fd6c,Hyderabad,45-54,43242,1000,923,3,2,Keto,Cocktails,Herbal,"Whiskey, Tequila, None",Maybe
3270e4fa-abae-4f43-bcae-8081bdf070aa,Pune,45-54,96256,800,1204,3,1,Low-carb,Mocktails,"Citrusy, Spicy, Smoky","Vodka, Tequila, Whiskey",No
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,Bangalore,45-54,38886,800,850,3,3,Vegan,Both,"Smoky, Spicy, Herbal","Whiskey, None",Maybe
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,Chennai,55+,44758,1000,812,4,1,Balanced,Cocktails,Fruity,"Gin, Rum, Tequila",Yes
1fe771d6-d917-4793-a9d3-c2e6505cc686,Delhi,55+,88298,1000,1043,1,7,Keto,Cocktails,Citrusy,None,Yes
81d2c7de-4ce1-4b90-a669-7833b841d0a0,Bangalore,18-24,113754,900,1276,2,2,Vegan,Mocktails,"Smoky, Herbal","Gin, Whiskey",Maybe
5380b904-688c-4015-aab9-7e494f2d4796,Delhi,45-54,76849,800,1177,5,3,Keto,Both,"Herbal, Fruity","Gin, None, Rum",Maybe
8dedf9fb-4bb0-4f20-b27c-40266703b636,Mumbai,55+,38336,1200,895,3,5,High-protein,Cocktails,Citrusy,"Whiskey, Tequila, Rum",Maybe
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,Chennai,45-54,101939,800,978,3,7,Vegan,Mocktails,"Citrusy, Fruity, Smoky",Rum,Yes
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,Bangalore,18-24,48992,1000,1155,2,6,Keto,Both,Smoky,"Whiskey, Gin",Yes
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,Chennai,25-34,97733,900,1050,3,2,High-protein,Cocktails,"Smoky, Fruity","Vodka, Whiskey",Yes
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,Hyderabad,55+,91248,1100,1009,4,6,Keto,Cocktails,Fruity,"Vodka, Gin, Rum",Yes
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,Delhi,55+,62836,900,1199,4,7,Vegan,Both,Smoky,Rum,Maybe
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,Bangalore,55+,30453,1100,1079,2,6,Low-carb,Both,"Spicy, Citrusy, Fruity","Rum, None",No
7118e364-7709-4749-927e-ecfaa79ac9aa,Mumbai,45-54,40386,900,907,5,5,Vegan,Both,"Spicy, Smoky",Gin,No
82dc4c8e-36b5-429a-acf5-e81e71316269,Chennai,35-44,94767,1000,1105,5,2,Balanced,Both,"Citrusy, Smoky","None, Vodka, Gin",No
f5b78cc7-e6b3-4944-8b32-3e357922bac2,Hyderabad,18-24,61349,900,1159,2,3,High-protein,Both,"Spicy, Herbal","Gin, Tequila",Maybe
a8aa7158-2b70-4525-bc67-f831cbc84759,Pune,45-54,74174,1100,838,1,6,Vegan,Both,"Citrusy, Herbal","Rum, Tequila",Yes
a9f25336-83f4-49a9-88a6-39d015b52908,Pune,18-24,85089,1000,1235,1,6,High-protein,Cocktails,Herbal,"Rum, None",Yes
17e8392a-55ce-45db-9e87-e04ca2086977,Chennai,25-34,99205,1100,1203,3,0,Low-carb,Mocktails,"Herbal, Fruity, Smoky",Whiskey,Yes
3c20592f-c04a-46c4-b3b6-3fe1d1843324,Hyderabad,25-34,115255,900,1251,3,2,Balanced,Mocktails,"Citrusy, Smoky, Fruity","None, Gin",Yes
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,Pune,35-44,116677,900,1019,1,1,Low-carb,Mocktails,"Fruity, Spicy","Gin, Tequila, Whiskey",Yes
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,Pune,35-44,40806,1100,1155,2,7,Low-carb,Mocktails,"Fruity, Smoky",Rum,Yes
9c7c7377-79a2-4903-bbe3-3b243eae0032,Bangalore,25-34,75164,900,1128,2,1,Vegan,Both,Smoky,"Gin, Whiskey, Rum",Maybe
74962764-12a4-4ef0-84bb-b7a9d98868dd,Pune,25-34,78963,1200,1151,4,3,Low-carb,Mocktails,Fruity,"None, Whiskey, Rum",No
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,Bangalore,25-34,57477,1000,1130,1,3,Vegan,Both,"Smoky, Citrusy, Herbal",None,No
624c69b6-b244-45a7-b7e5-848131c681ec,Delhi,55+,104551,1200,896,4,4,Low-carb,Mocktails,"Herbal, Fruity",Whiskey,Maybe
25c73c44-3e75-43b4-a64f-a6637e8f8095,Mumbai,55+,26581,1000,1278,3,2,Keto,Both,"Citrusy, Spicy","Vodka, None",Maybe
e4855aa1-016b-4287-b008-05cca7f36ae9,Mumbai,35-44,53277,800,1272,1,6,Vegan,Cocktails,"Smoky, Herbal, Spicy","Whiskey, Vodka, Gin",Yes
e2add909-c521-4f2d-9c45-d539c03f3538,Bangalore,18-24,92017,900,1298,2,5,Keto,Both,"Fruity, Citrusy, Herbal","None, Gin",Yes
3805f907-6cd6-4193-8746-8f591b494e15,Mumbai,45-54,40202,1100,1113,5,0,Balanced,Both,"Spicy, Fruity, Herbal","Gin, Vodka, None",Yes
b227462c-f53d-4330-8dda-24ba2d06e8cf,Bangalore,55+,92793,1000,885,3,2,Balanced,Both,Fruity,"Whiskey, Rum",Maybe
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,Bangalore,55+,107251,800,1054,4,5,Low-carb,Cocktails,"Spicy, Citrusy, Fruity","Vodka, Tequila",Maybe
1f115b76-d92c-4227-aadf-50853fcb7546,Mumbai,25-34,91692,800,822,1,3,Low-carb,Cocktails,"Herbal, Spicy",Vodka,Maybe
76f2dbfe-cd29-436f-a222-82e174daaebf,Pune,45-54,54427,1000,927,4,5,Balanced,Mocktails,"Citrusy, Fruity, Smoky","Vodka, Gin, Tequila",No
8f15ba58-fce6-4504-87f8-424daae65fc1,Mumbai,45-54,34034,1100,1243,3,4,Balanced,Mocktails,"Herbal, Fruity, Spicy",Rum,Maybe
c1581092-f335-4ba3-913a-7052986f9025,Bangalore,55+,56795,1100,988,5,7,High-protein,Both,"Spicy, Smoky, Fruity","Vodka, Gin",Maybe
d0a44432-9cd6-4852-b14c-7df4e4347d51,Pune,18-24,68911,800,1188,4,4,Low-carb,Mocktails,"Spicy, Herbal, Smoky",Gin,Maybe
6d3ee1dc-8139-4443-a45b-712eb8225688,Mumbai,18-24,55339,1200,1011,3,7,Low-carb,Both,Smoky,None,No
722764e6-8c41-461b-a827-a1b9d4a02e53,Mumbai,55+,99425,800,1022,2,3,Balanced,Cocktails,"Herbal, Citrusy","Whiskey, Rum",Yes
dc8aee30-be60-43f7-a8be-9288e5af6e39,Delhi,25-34,101638,800,879,1,2,Keto,Cocktails,"Herbal, Fruity","Rum, Gin, Whiskey",Yes
c074718e-425a-409f-b337-c59979844388,Bangalore,18-24,36851,900,1213,3,0,High-protein,Cocktails,Fruity,"Gin, Rum, Whiskey",Maybe
46fde062-a33d-47af-9701-410d3f4b1a70,Pune,35-44,59100,900,815,4,7,Vegan,Both,"Spicy, Fruity, Smoky",Gin,Yes
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,Mumbai,25-34,42133,900,1221,4,5,Low-carb,Both,"Citrusy, Fruity, Herbal",Gin,No
709b7d97-464c-44af-bd3f-3799a07295e9,Hyderabad,25-34,37055,1000,862,1,7,Low-carb,Mocktails,"Herbal, Smoky, Spicy",Whiskey,Maybe
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,Delhi,35-44,53143,900,940,3,7,High-protein,Mocktails,"Smoky, Spicy, Citrusy","Whiskey, None",No
e49d681d-51d8-4c64-95fa-1ab8458f1f19,Hyderabad,18-24,36497,1000,996,2,6,High-protein,Both,"Spicy, Fruity, Smoky","Rum, Whiskey, Tequila",Yes
269cd696-236c-4b87-94a0-bccb8a476a87,Chennai,55+,67153,1100,938,2,0,Balanced,Both,Fruity,"Vodka, Whiskey",Maybe
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,Chennai,25-34,45922,800,926,2,4,Vegan,Both,Spicy,"Whiskey, Rum, Gin",Yes
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,Chennai,35-44,116439,1000,1267,5,0,Balanced,Both,"Spicy, Smoky, Herbal","Rum, Gin, Whiskey",Yes
7746d0ba-8ae8-405b-94b4-a48268586eba,Mumbai,25-34,103861,900,810,5,7,Low-carb,Cocktails,"Spicy, Smoky, Herbal","Gin, Rum, Vodka",Yes
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,Chennai,25-34,39538,1200,1240,3,1,Balanced,Both,"Herbal, Fruity, Spicy","Rum, Gin",No
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,Pune,45-54,108789,1100,1132,3,2,Vegan,Both,"Citrusy, Spicy, Smoky","Gin, Whiskey, Rum",Maybe
05000bc6-b20d-4b6e-b231-1f1795863a76,Bangalore,25-34,48292,800,1285,5,6,Vegan,Mocktails,Smoky,"Tequila, Gin",Maybe
9360715f-c3fe-4183-a172-b725db52ca58,Mumbai,45-54,43434,1000,1181,1,3,Balanced,Cocktails,Fruity,"None, Rum, Whiskey",Yes
f1578470-0182-47c4-ba1b-58066160a6b4,Delhi,25-34,115855,800,979,3,1,Low-carb,Mocktails,"Herbal, Smoky",Whiskey,Yes
63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,Hyderabad,35-44,96568,1100,851,4,3,High-protein,Cocktails,Fruity,"Vodka, Rum",Yes
d5f25073-f414-42b1-a442-9ebbda7b9095,Mumbai,18-24,69801,900,1254,4,2,Low-carb,Both,Citrusy,"Tequila, Whiskey, Vodka",Yes
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,Pune,25-34,104602,1100,880,1,1,Balanced,Mocktails,Herbal,"Tequila, None, Rum",Maybe
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,Bangalore,25-34,37571,800,1001,5,7,High-protein,Mocktails,"Fruity, Herbal",Rum,No
45df16b6-382c-443f-bcfc-9b793875394c,Pune,55+,87957,900,849,1,3,High-protein,Both,"Fruity, Herbal",Rum,Maybe
638c254c-076e-4bba-bc53-08bf6f92f25e,Hyderabad,45-54,111643,1000,846,5,6,High-protein,Cocktails,"Citrusy, Spicy","Vodka, Rum",Yes
cc530e36-addc-4e13-ab3b-4d37560c95ee,Bangalore,25-34,60200,1200,831,2,1,Low-carb,Both,"Smoky, Herbal","Gin, Tequila, Vodka",No
d72b6108-2a40-4f12-b963-f37f67814c1f,Chennai,45-54,95190,1100,1093,2,7,Balanced,Mocktails,"Fruity, Spicy",Whiskey,Yes
fb10987f-20ac-4703-ab67-146a77a6e17c,Delhi,25-34,50260,900,821,4,1,Keto,Mocktails,"Spicy, Citrusy, Smoky","Vodka, None, Whiskey",Maybe
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,Chennai,35-44,61202,1200,1034,1,6,Low-carb,Cocktails,Spicy,"Tequila, None, Vodka",No
a9ba5a27-907b-4e36-9786-48f864de82e6,Chennai,18-24,62498,1200,1250,3,6,Balanced,Cocktails,"Herbal, Smoky, Fruity",Rum,Yes
6db99102-a48b-4dbe-957d-94a106f028ff,Chennai,55+,114235,1100,819,4,5,High-protein,Mocktails,"Herbal, Citrusy, Spicy",Rum,No
2e85cb21-7631-4e9d-9de9-f86322bd3388,Bangalore,35-44,61745,1100,1239,1,3,High-protein,Cocktails,"Herbal, Citrusy, Spicy","Whiskey, Tequila, Vodka",Yes
53cd6268-610c-4373-8299-9aa40cdf742b,Delhi,45-54,88499,1200,1244,3,0,Vegan,Mocktails,Citrusy,"Tequila, Whiskey, Gin",Maybe
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,Chennai,55+,28794,900,898,2,0,High-protein,Mocktails,"Fruity, Citrusy","Gin, Rum, Tequila",No
473bd358-610e-4a64-a130-1617c2dff335,Chennai,45-54,108284,800,1148,1,3,Balanced,Cocktails,"Herbal, Spicy, Smoky","Tequila, Rum, None",Yes
6bebac31-d4f8-4d72-b382-1cfdc083b73a,Bangalore,18-24,62364,800,997,1,2,Vegan,Mocktails,Spicy,"Gin, Rum, Whiskey",Maybe
78660765-14f7-4e8d-95bc-b8d04094dded,Pune,18-24,87140,900,1131,2,0,High-protein,Cocktails,"Citrusy, Smoky, Spicy","Rum, Whiskey",Yes
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,Hyderabad,35-44,113761,1200,1222,5,6,Vegan,Mocktails,Smoky,"Rum, Tequila, None",Yes
39669fa7-5997-4043-b3b1-025bfff9f585,Mumbai,45-54,33367,1000,941,3,4,Balanced,Both,"Citrusy, Spicy, Fruity","Gin, Vodka, Whiskey",Maybe
f510ab53-c7fe-439f-9190-f938a66fd7f7,Pune,25-34,119540,800,1135,4,4,Balanced,Cocktails,"Herbal, Fruity","None, Tequila, Gin",Yes
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,Pune,25-34,114957,1200,1126,4,5,Vegan,Cocktails,Smoky,Rum,Yes
d6d7b3b8-3309-4d35-bf4d-f561f319c125,Delhi,35-44,98273,900,1284,3,1,High-protein,Cocktails,Citrusy,"Rum, None",Yes
3d114802-2702-478b-9f0f-da8d05379ff6,Bangalore,45-54,40437,1100,827,5,1,Keto,Mocktails,"Fruity, Herbal, Citrusy","Whiskey, Vodka",No
1d48a071-ab61-47b1-b93b-4c3220500494,Delhi,25-34,51253,1000,1009,5,7,High-protein,Cocktails,"Spicy, Fruity, Smoky","None, Gin",Yes
770c7798-37cc-463b-b2a0-345990604f62,Mumbai,18-24,84251,1000,907,2,2,Keto,Mocktails,Smoky,"None, Whiskey",Yes
5e6fea07-c453-4f1d-8199-2fdfb31022f0,Hyderabad,45-54,25611,800,1073,2,5,Low-carb,Cocktails,"Spicy, Fruity, Citrusy",None,Maybe
f6b751f7-9b74-4245-9b1b-c8952af43ab7,Delhi,35-44,65906,900,852,4,4,High-protein,Mocktails,Citrusy,"Whiskey, Tequila",Maybe
c71d5e60-1d52-46ab-b7e6-427cbf780e3f,Bangalore,45-54,115017,900,975,4,5,High-protein,Mocktails,"Fruity, Spicy",None,No
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,Delhi,18-24,102292,1200,886,1,5,Low-carb,Cocktails,"Citrusy, Fruity, Smoky",None,Yes
edcb8cb6-0692-4c63-9424-aed51bac5c15,Mumbai,18-24,115406,800,1013,4,6,Low-carb,Both,"Herbal, Spicy",None,Maybe
e87466d7-ad66-41bd-9367-6a024fdc6e1b,Mumbai,35-44,80164,800,1139,5,4,Vegan,Both,"Spicy, Herbal, Fruity","None, Tequila, Vodka",Yes
f1043785-658b-4523-a014-1de9f54ad0a2,Mumbai,45-54,51037,1200,902,3,3,Balanced,Both,"Citrusy, Spicy",Tequila,Yes
9793b9b4-1374-4146-b2c5-bd89b70b3420,Delhi,45-54,68332,900,801,1,1,Low-carb,Both,"Herbal, Spicy, Fruity","Vodka, None, Rum",Maybe
3e2b6091-a092-452a-94a0-57a7b0cc1b3b,Hyderabad,35-44,59619,1100,825,1,2,Low-carb,Cocktails,"Citrusy, Herbal","Vodka, None, Tequila",Yes
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,Delhi,25-34,68078,1000,1257,4,4,Low-carb,Cocktails,"Spicy, Fruity","Whiskey, None",Yes
ce3714af-99b4-4350-af2b-99b4d9acd158,Hyderabad,45-54,80278,900,857,2,0,High-protein,Mocktails,"Smoky, Herbal","None, Whiskey, Gin",Maybe
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,Bangalore,55+,28777,900,1047,4,1,Keto,Cocktails,Fruity,"None, Rum",Yes
8861fe18-58e2-4888-8a83-81bec85aca46,Pune,55+,100582,1200,914,3,1,Keto,Both,"Spicy, Herbal, Smoky","None, Whiskey, Gin",No
11a72609-5edd-4bbf-a959-76636daa2e68,Chennai,55+,32152,800,1129,2,7,Keto,Mocktails,Herbal,"Gin, Rum",No
033d2bce-575a-4d2c-a5c5-650c8186a576,Mumbai,55+,54190,1200,1129,4,6,High-protein,Mocktails,"Herbal, Smoky",Whiskey,Yes
7d7ddbed-d284-476c-ab88-f83dd97dc9cd,Mumbai,45-54,110638,800,852,4,6,Low-carb,Both,"Fruity, Smoky, Citrusy","None, Rum, Gin",Maybe
5cb85aed-f5f6-4c97-aefb-63b11b049863,Hyderabad,35-44,72624,800,1218,2,7,Balanced,Both,"Smoky, Herbal, Citrusy","Rum, Whiskey, Vodka",Yes
75b17a55-d426-4982-a43e-4288a2b5b498,Pune,25-34,25287,1000,981,3,5,Low-carb,Mocktails,Herbal,None,Maybe
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,Hyderabad,18-24,58330,1200,900,2,1,Keto,Mocktails,"Spicy, Citrusy",Whiskey,Yes
a6846099-f729-4951-8591-31d2bbda0242,Pune,55+,41150,1100,1034,5,2,Keto,Mocktails,"Fruity, Herbal, Citrusy","Tequila, Gin",Maybe
eb6c1016-cee6-44d0-9dac-6e8345241ea6,Delhi,25-34,38573,1100,1136,5,5,Vegan,Cocktails,"Smoky, Spicy","Whiskey, Rum",No
7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,Hyderabad,25-34,43111,1100,1108,5,4,Vegan,Cocktails,"Smoky, Spicy, Fruity",Tequila,Maybe
97ac6aa8-bb24-48a3-9363-57b66f81cf4f,Pune,35-44,113129,900,1163,2,5,Low-carb,Cocktails,"Herbal, Smoky, Citrusy","Tequila, Rum, Whiskey",No
3ed8c56c-da09-4fa0-9282-8d8044b591f7,Chennai,18-24,28312,1100,874,1,0,High-protein,Cocktails,Citrusy,"Rum, Gin, Vodka",Maybe
4767d76c-162f-4a24-af43-613cd4aac9a3,Bangalore,25-34,95932,800,983,4,1,Vegan,Both,"Smoky, Spicy, Citrusy","Tequila, Whiskey, Gin",Maybe
c01f36bf-3e6d-458b-b367-c28de1b294de,Pune,35-44,115824,800,1274,4,6,Keto,Both,"Smoky, Fruity",None,Yes
ab0e664e-9c3e-42d5-91e1-aa9676f72255,Chennai,45-54,54563,1000,1186,5,3,High-protein,Cocktails,"Spicy, Fruity",Gin,Maybe
7e8adee7-0758-4201-961e-16d16105716b,Mumbai,45-54,30326,1100,942,5,4,High-protein,Mocktails,"Citrusy, Fruity, Spicy","None, Gin",Yes
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,Bangalore,55+,31665,1200,1231,3,7,Vegan,Both,"Fruity, Citrusy","Gin, None, Vodka",Maybe
4223623b-cc3e-4dde-9ad5-cf06364d7c87,Delhi,45-54,96182,1200,1006,1,5,High-protein,Mocktails,"Citrusy, Smoky, Spicy","Gin, Tequila",Maybe
989d9d4a-e15c-4666-8797-b2c957207246,Chennai,18-24,40036,1000,1028,2,3,Low-carb,Both,"Herbal, Fruity","Rum, Tequila",Maybe
8e485223-46b9-4991-a14e-b70db380c73a,Mumbai,55+,74146,1200,1211,5,7,Keto,Mocktails,"Spicy, Citrusy","Vodka, None, Gin",No
30e912f2-f2b4-4abf-8441-aefd0299436a,Chennai,55+,25960,800,907,2,6,Low-carb,Mocktails,"Herbal, Fruity, Citrusy","Gin, Vodka, Whiskey",Maybe
680bac63-b856-4035-bdc9-829015eabb27,Mumbai,18-24,34600,800,891,3,1,Vegan,Mocktails,"Herbal, Smoky","None, Whiskey",Yes
3d85de89-c217-4429-8e20-07247d137018,Mumbai,45-54,113250,800,1073,1,1,Vegan,Mocktails,"Fruity, Citrusy, Herbal",Rum,Maybe
b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,Bangalore,55+,36338,1000,1191,4,6,Keto,Both,Herbal,Tequila,Yes
046a0df5-cafd-4613-b2bb-912d7da67785,Pune,45-54,96529,1000,1291,2,4,Balanced,Mocktails,"Smoky, Spicy, Fruity",Vodka,Maybe
6786d506-38ba-4abc-8b53-05e517d2582e,Hyderabad,55+,96765,800,956,2,5,High-protein,Cocktails,"Smoky, Spicy, Fruity",Gin,Maybe
a9f948b2-4e63-44bb-be49-3f43b118f68d,Bangalore,25-34,40023,900,1143,5,0,Vegan,Cocktails,"Smoky, Fruity, Spicy","Vodka, Rum, None",Yes
8db06746-7927-4973-9e78-1fd794e0d3ba,Chennai,45-54,68365,1000,865,2,1,Balanced,Both,Spicy,"Whiskey, None",Yes
ff233d5f-6ced-415d-9800-7c0287ea7ff5,Pune,35-44,115892,1200,878,5,5,Balanced,Cocktails,Fruity,"Gin, None",Maybe
5a104129-54ae-4d1b-8ce6-424dbef59fe6,Pune,45-54,61264,1000,868,3,7,Keto,Cocktails,"Citrusy, Herbal","Vodka, Gin, None",No
4e7ed827-455a-4762-b428-a656b3ee4d3b,Delhi,55+,50746,1000,1175,1,1,Low-carb,Both,"Fruity, Herbal, Citrusy",Vodka,Maybe
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,Chennai,55+,86879,900,987,4,3,Vegan,Both,"Spicy, Herbal","Tequila, Vodka, Whiskey",Yes
be2d740a-1e9b-43bc-90c7-c006314d3441,Mumbai,25-34,105482,900,1187,5,2,Keto,Mocktails,Smoky,"None, Gin, Whiskey",No
b0ae8f08-c31e-4bbc-b36c-b62b892e6161,Mumbai,25-34,88916,900,832,3,5,High-protein,Mocktails,"Spicy, Citrusy, Smoky","Whiskey, Vodka",Yes
bd1531c8-3764-4bda-b108-d4482f65fafa,Pune,35-44,38529,1200,1124,3,4,Vegan,Both,"Spicy, Herbal, Citrusy","Rum, Tequila",Maybe
96ef2ad6-b97e-4703-86c8-adfe7bf47042,Mumbai,55+,57975,1100,1298,2,6,Balanced,Cocktails,"Herbal, Fruity","Gin, Whiskey, None",Yes
98c7472a-864e-4a13-829c-fc0cfa02eaec,Chennai,35-44,52723,900,895,2,5,Vegan,Both,Spicy,"Rum, Vodka",Yes
d52721e7-19bc-443e-bb02-bebb48729a4d,Hyderabad,45-54,52617,1200,882,4,0,High-protein,Mocktails,Smoky,"Gin, None, Vodka",No
5c62b3a2-3a3c-463e-8bd6-cee631b1b099,Delhi,18-24,46802,1000,1272,2,6,Vegan,Both,"Fruity, Citrusy, Smoky",Whiskey,Maybe
b540b30e-039f-4a25-8d61-68bd2defe193,Hyderabad,45-54,47356,900,1225,4,2,Vegan,Mocktails,"Smoky, Citrusy, Fruity","None, Rum, Whiskey",Maybe
0ba6eab9-4639-447b-a067-bdac88bd13d1,Mumbai,25-34,74572,1100,867,1,0,High-protein,Both,"Herbal, Spicy, Citrusy",Gin,Yes
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,Chennai,55+,30116,1200,1057,1,1,Keto,Both,Smoky,"Vodka, Whiskey, Tequila",Yes
a34b6cf6-2053-4a42-b1af-db65b289f224,Mumbai,55+,81224,900,1280,4,6,Balanced,Both,"Smoky, Fruity, Spicy",Rum,Yes
1a432f0a-7daa-49f0-80b6-fce2de53790a,Delhi,18-24,62128,1200,1248,5,6,Balanced,Mocktails,Fruity,"Tequila, Vodka, None",Yes
48ca7651-92f5-4f7b-8323-d342df6a8f93,Delhi,35-44,78588,1000,854,2,6,Vegan,Cocktails,"Smoky, Herbal","Rum, Tequila, None",No
5738811d-70c2-403f-ba8d-03aa782a65e0,Hyderabad,25-34,79162,1200,1201,5,7,High-protein,Cocktails,"Smoky, Herbal, Spicy","Tequila, Rum",Maybe
40a26c60-0d27-4659-b72a-da9b2f32751e,Hyderabad,25-34,111413,800,1182,2,7,High-protein,Mocktails,Smoky,"Rum, Tequila",Maybe
1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,Pune,18-24,46068,1100,1293,1,1,High-protein,Cocktails,"Herbal, Fruity, Smoky","Gin, Rum",Yes
7de31a51-6694-4343-90ba-58e3d2762bdc,Mumbai,45-54,77513,1200,1135,5,4,Vegan,Mocktails,Herbal,"Vodka, Gin",No
afbb411a-a123-4a8c-93b7-a88612f70c97,Chennai,35-44,50525,800,1201,5,3,Vegan,Mocktails,"Fruity, Citrusy, Smoky","Vodka, Gin, None",No
cfa701cd-2631-400b-a6d7-94d30db95301,Hyderabad,35-44,112773,1100,1007,5,3,Vegan,Mocktails,"Fruity, Smoky, Citrusy","None, Tequila",No
15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,Bangalore,35-44,61242,900,1110,2,7,Keto,Both,Citrusy,Whiskey,Maybe
8edddfcd-1e52-4770-bf89-7142fe716b14,Chennai,18-24,90951,1000,974,1,4,Vegan,Both,"Herbal, Smoky","Whiskey, Gin, Rum",No
