Customer ID,Age,Gender,City,Income Bracket,Preferred Cuisines,Mocktail Preference,Cocktail Preference,Order Frequency,Satisfaction (1-5),Spend per Order,Repeat Order,Order Influence,Delivery Issues
170,50,Male,Delhi,<₹20k,"Thai, Indian",Minty Lime,Margarita,Frequently,2,1027.0,Yes,"Swiggy Ads, Instagram","Late Delivery, Small Portion"
171,59,Other,Mumbai,<₹20k,Thai,Virgin Mojito,Whiskey Sour,Frequently,3,932.0,Yes,Zomato,"Small Portion, Wrong Order"
172,41,Other,Delhi,₹60k–80k,"Mexican, Italian, Indian",Virgin Mojito,Whiskey Sour,Rarely,1,998.0,Yes,Zomato,Late Delivery
173,32,Male,Bangalore,₹40k–60k,"Indian, Continental, Chinese",Fruit Fizz,Rum Punch,Frequently,1,865.0,Yes,Google Search,"None, Wrong Order"
174,49,Other,Hyderabad,₹40k–60k,Continental,Fruit Fizz,Gin & Tonic,Frequently,3,872.0,No,"Friend Referral, Instagram, Zomato","Small Portion, None"
175,49,Female,Delhi,<₹20k,Chinese,Minty Lime,Gin & Tonic,Rarely,4,836.0,Yes,Google Search,"Small Portion, Late Delivery"
176,41,Other,Mumbai,₹80k+,Continental,Minty Lime,Margarita,Rarely,5,1169.0,No,"Google Search, Instagram",Wrong Order
177,58,Female,Delhi,₹20k–40k,Indian,Fruit Fizz,Gin & Tonic,Frequently,4,1034.0,Yes,"Swiggy Ads, Friend Referral",Late Delivery
178,29,Female,Chennai,₹80k+,"Continental, Chinese",Minty Lime,Rum Punch,Occasionally,2,1184.0,No,"Swiggy Ads, Instagram",None
179,56,Other,Mumbai,₹80k+,Indian,Fruit Fizz,Rum Punch,Frequently,5,1205.0,Yes,"Zomato, Swiggy Ads",Small Portion
180,19,Male,Bangalore,<₹20k,"Indian, Mexican, Italian",Virgin Mojito,Margarita,Frequently,4,908.0,Yes,"Friend Referral, Swiggy Ads, Google Search",Small Portion
181,20,Female,Hyderabad,<₹20k,"Thai, Chinese, Mexican",Fruit Fizz,Rum Punch,Occasionally,3,1176.0,Yes,"Google Search, Instagram","Small Portion, Late Delivery"
182,54,Male,Delhi,<₹20k,Continental,Fruit Fizz,Whiskey Sour,Occasionally,2,997.0,Yes,Friend Referral,None
183,34,Female,Mumbai,₹60k–80k,"Thai, Chinese",Spicy Guava,Whiskey Sour,Rarely,2,968.0,No,"Swiggy Ads, Instagram",Late Delivery
184,19,Other,Chennai,₹80k+,"Italian, Thai",Fruit Fizz,Rum Punch,Rarely,2,1250.0,No,"Zomato, Friend Referral, Swiggy Ads",High Price
185,19,Other,Mumbai,₹40k–60k,Mexican,Fruit Fizz,Margarita,Frequently,5,1111.0,Yes,"Friend Referral, Zomato",None
186,45,Female,Chennai,₹20k–40k,Thai,Spicy Guava,Gin & Tonic,Occasionally,1,930.0,Yes,"Swiggy Ads, Friend Referral, Zomato","Late Delivery, Small Portion"
187,40,Other,Bangalore,₹60k–80k,Indian,Minty Lime,Margarita,Rarely,5,1098.0,Yes,Friend Referral,"Wrong Order, None"
188,54,Female,Hyderabad,₹40k–60k,Chinese,Spicy Guava,Gin & Tonic,Frequently,4,747.0,No,Google Search,Wrong Order
189,49,Other,Bangalore,₹80k+,"Chinese, Thai",Virgin Mojito,Rum Punch,Occasionally,1,1049.0,Yes,"Instagram, Swiggy Ads, Zomato",Small Portion
190,50,Male,Delhi,<₹20k,"Chinese, Indian, Thai",Spicy Guava,Rum Punch,Frequently,4,700.0,Yes,"Google Search, Zomato, Swiggy Ads","Late Delivery, None"
191,18,Other,Mumbai,₹80k+,Chinese,Virgin Mojito,Whiskey Sour,Rarely,1,803.0,Yes,"Instagram, Swiggy Ads, Google Search","Small Portion, High Price"
192,36,Male,Chennai,₹20k–40k,"Chinese, Continental",Minty Lime,Gin & Tonic,Rarely,5,1117.0,No,"Swiggy Ads, Instagram","Small Portion, None"
193,19,Other,Chennai,₹60k–80k,"Continental, Thai",Spicy Guava,Margarita,Occasionally,2,500.0,Yes,"Google Search, Friend Referral",Small Portion
194,43,Male,Mumbai,₹60k–80k,"Thai, Mexican",Spicy Guava,Rum Punch,Frequently,3,1361.0,No,Zomato,Small Portion
195,49,Other,Mumbai,₹20k–40k,"Continental, Italian, Chinese",Minty Lime,Margarita,Occasionally,2,1167.0,No,"Swiggy Ads, Friend Referral",Late Delivery
196,23,Male,Delhi,₹40k–60k,"Italian, Continental",Virgin Mojito,Whiskey Sour,Rarely,5,632.0,Yes,"Swiggy Ads, Zomato","High Price, None"
197,49,Female,Bangalore,₹40k–60k,"Chinese, Thai, Indian",Spicy Guava,Gin & Tonic,Rarely,1,1480.0,Yes,"Swiggy Ads, Zomato, Google Search",High Price
198,21,Female,Chennai,₹60k–80k,"Continental, Italian, Thai",Virgin Mojito,Gin & Tonic,Frequently,2,1500.0,No,"Swiggy Ads, Zomato","High Price, None"
199,28,Male,Delhi,₹60k–80k,Indian,Spicy Guava,Rum Punch,Frequently,5,964.0,Yes,Swiggy Ads,Small Portion
200,34,Other,Bangalore,<₹20k,Indian,Fruit Fizz,Gin & Tonic,Frequently,4,815.0,No,"Friend Referral, Google Search","Small Portion, Wrong Order"
201,55,Male,Delhi,₹40k–60k,"Italian, Indian",Spicy Guava,Rum Punch,Occasionally,3,1337.0,Yes,"Zomato, Friend Referral, Instagram","None, Wrong Order"
202,41,Other,Chennai,₹20k–40k,"Mexican, Indian, Continental",Minty Lime,Whiskey Sour,Frequently,2,931.0,Yes,"Swiggy Ads, Instagram",None
203,22,Female,Mumbai,₹40k–60k,Continental,Minty Lime,Gin & Tonic,Frequently,1,1032.0,No,"Instagram, Google Search","High Price, Late Delivery"
204,51,Other,Mumbai,<₹20k,"Indian, Italian, Thai",Virgin Mojito,Rum Punch,Rarely,4,1243.0,Yes,"Swiggy Ads, Friend Referral, Instagram","None, Small Portion"
205,23,Female,Bangalore,₹60k–80k,"Continental, Thai, Indian",Spicy Guava,Margarita,Rarely,5,969.0,Yes,Instagram,Small Portion
206,39,Other,Hyderabad,₹60k–80k,"Italian, Continental, Mexican",Virgin Mojito,Rum Punch,Frequently,3,952.0,No,Friend Referral,Wrong Order
207,28,Other,Bangalore,<₹20k,"Continental, Mexican",Virgin Mojito,Gin & Tonic,Frequently,1,746.0,Yes,"Friend Referral, Zomato",Small Portion
208,33,Other,Hyderabad,₹20k–40k,"Mexican, Italian",Fruit Fizz,Whiskey Sour,Rarely,5,874.0,Yes,"Swiggy Ads, Instagram",Small Portion
209,50,Male,Delhi,₹60k–80k,"Italian, Thai",Fruit Fizz,Gin & Tonic,Frequently,5,948.0,Yes,"Swiggy Ads, Instagram",Late Delivery
210,26,Male,Delhi,₹80k+,"Chinese, Continental, Thai",Minty Lime,Gin & Tonic,Occasionally,2,752.0,No,"Zomato, Friend Referral, Swiggy Ads","Wrong Order, High Price"
211,23,Female,Chennai,₹60k–80k,Continental,Virgin Mojito,Rum Punch,Occasionally,2,770.0,No,"Instagram, Zomato, Friend Referral",Small Portion
212,33,Female,Hyderabad,₹80k+,"Mexican, Continental",Minty Lime,Margarita,Occasionally,1,1007.0,Yes,Zomato,High Price
213,46,Male,Chennai,<₹20k,"Italian, Mexican",Spicy Guava,Gin & Tonic,Frequently,5,630.0,No,Friend Referral,"High Price, Wrong Order"
214,20,Female,Mumbai,<₹20k,"Mexican, Continental",Virgin Mojito,Margarita,Rarely,2,824.0,No,"Swiggy Ads, Friend Referral",None
215,37,Male,Hyderabad,₹60k–80k,Chinese,Virgin Mojito,Rum Punch,Frequently,3,1389.0,Yes,"Swiggy Ads, Friend Referral, Zomato",None
216,53,Other,Bangalore,₹40k–60k,"Mexican, Continental, Indian",Spicy Guava,Margarita,Frequently,3,931.0,Yes,"Swiggy Ads, Google Search, Zomato","None, Late Delivery"
217,36,Female,Mumbai,₹80k+,Italian,Spicy Guava,Rum Punch,Rarely,5,906.0,Yes,Swiggy Ads,"Wrong Order, None"
218,43,Female,Mumbai,₹20k–40k,"Continental, Chinese",Minty Lime,Whiskey Sour,Rarely,2,930.0,Yes,Swiggy Ads,"Late Delivery, Small Portion"
219,20,Male,Bangalore,₹60k–80k,"Italian, Indian",Minty Lime,Margarita,Rarely,1,933.0,No,Google Search,"Wrong Order, None"
220,36,Female,Mumbai,₹20k–40k,"Continental, Chinese",Spicy Guava,Margarita,Occasionally,1,1115.0,No,Google Search,"Wrong Order, None"
221,37,Female,Hyderabad,₹60k–80k,Thai,Minty Lime,Whiskey Sour,Frequently,1,1101.0,Yes,"Instagram, Friend Referral","Small Portion, Wrong Order"
222,49,Other,Chennai,₹40k–60k,Chinese,Spicy Guava,Margarita,Rarely,3,922.0,Yes,"Swiggy Ads, Zomato, Friend Referral","Late Delivery, High Price"
223,24,Female,Mumbai,₹40k–60k,Indian,Virgin Mojito,Whiskey Sour,Frequently,2,957.0,Yes,Swiggy Ads,Wrong Order
224,58,Other,Hyderabad,₹40k–60k,"Mexican, Chinese",Virgin Mojito,Gin & Tonic,Occasionally,2,1263.0,Yes,Zomato,High Price
225,50,Male,Delhi,₹40k–60k,"Italian, Chinese",Fruit Fizz,Rum Punch,Occasionally,3,698.0,Yes,"Google Search, Friend Referral, Zomato",Late Delivery
226,57,Female,Hyderabad,<₹20k,Mexican,Virgin Mojito,Whiskey Sour,Rarely,1,988.0,Yes,"Google Search, Instagram, Swiggy Ads",Late Delivery
227,56,Other,Chennai,<₹20k,"Chinese, Italian",Spicy Guava,Margarita,Rarely,1,1027.0,Yes,"Swiggy Ads, Zomato",High Price
228,35,Male,Hyderabad,₹80k+,"Italian, Chinese, Thai",Minty Lime,Whiskey Sour,Frequently,5,845.0,Yes,"Zomato, Instagram","Small Portion, Late Delivery"
229,57,Female,Bangalore,₹20k–40k,"Thai, Mexican",Fruit Fizz,Margarita,Rarely,4,977.0,No,Instagram,"High Price, None"
230,18,Male,Chennai,₹60k–80k,"Mexican, Chinese",Minty Lime,Gin & Tonic,Frequently,2,818.0,Yes,"Zomato, Swiggy Ads, Instagram","Small Portion, High Price"
231,28,Female,Delhi,₹60k–80k,"Continental, Indian",Spicy Guava,Whiskey Sour,Rarely,2,1127.0,Yes,"Friend Referral, Swiggy Ads, Google Search","High Price, Small Portion"
232,45,Male,Bangalore,<₹20k,"Indian, Continental",Virgin Mojito,Gin & Tonic,Frequently,2,732.0,Yes,"Swiggy Ads, Google Search","None, High Price"
233,42,Male,Hyderabad,₹60k–80k,"Continental, Mexican",Fruit Fizz,Rum Punch,Frequently,4,1212.0,Yes,Google Search,"Wrong Order, High Price"
234,40,Other,Chennai,<₹20k,"Italian, Chinese, Thai",Spicy Guava,Margarita,Frequently,5,985.0,Yes,Google Search,Small Portion
235,48,Male,Delhi,₹80k+,"Mexican, Chinese, Continental",Fruit Fizz,Margarita,Frequently,4,910.0,Yes,"Swiggy Ads, Friend Referral","None, Small Portion"
236,47,Female,Bangalore,₹20k–40k,"Indian, Italian",Fruit Fizz,Gin & Tonic,Occasionally,1,799.0,No,Swiggy Ads,"Small Portion, None"
237,59,Female,Delhi,₹80k+,"Chinese, Italian, Thai",Virgin Mojito,Rum Punch,Frequently,1,1206.0,Yes,"Swiggy Ads, Google Search","Late Delivery, Small Portion"
238,52,Other,Hyderabad,₹40k–60k,"Thai, Mexican, Indian",Spicy Guava,Whiskey Sour,Rarely,2,870.0,No,"Instagram, Swiggy Ads, Zomato",High Price
239,24,Female,Delhi,₹40k–60k,"Chinese, Thai, Italian",Minty Lime,Whiskey Sour,Occasionally,3,767.0,No,"Friend Referral, Instagram",Late Delivery
240,33,Female,Mumbai,₹40k–60k,"Continental, Italian",Fruit Fizz,Margarita,Occasionally,2,1210.0,No,Swiggy Ads,High Price
241,43,Female,Bangalore,₹80k+,"Chinese, Italian, Mexican",Fruit Fizz,Gin & Tonic,Frequently,3,819.0,Yes,"Swiggy Ads, Zomato","High Price, Late Delivery"
242,19,Male,Delhi,₹60k–80k,Indian,Minty Lime,Gin & Tonic,Occasionally,4,981.0,No,"Instagram, Swiggy Ads",None
243,18,Male,Hyderabad,₹20k–40k,"Italian, Mexican",Spicy Guava,Whiskey Sour,Frequently,1,1164.0,Yes,Zomato,"None, High Price"
244,29,Female,Hyderabad,₹40k–60k,Chinese,Fruit Fizz,Rum Punch,Rarely,3,1032.0,Yes,"Friend Referral, Instagram, Zomato",High Price
245,22,Other,Delhi,₹40k–60k,"Continental, Chinese",Fruit Fizz,Rum Punch,Frequently,4,1346.0,No,"Friend Referral, Google Search, Instagram",Small Portion
246,54,Male,Hyderabad,₹40k–60k,"Continental, Mexican",Fruit Fizz,Whiskey Sour,Occasionally,1,833.0,Yes,Instagram,High Price
247,49,Other,Chennai,₹20k–40k,"Thai, Italian",Spicy Guava,Whiskey Sour,Rarely,3,958.0,Yes,"Swiggy Ads, Instagram","None, Small Portion"
248,26,Female,Chennai,₹40k–60k,"Italian, Chinese, Thai",Spicy Guava,Gin & Tonic,Frequently,2,973.0,Yes,"Google Search, Instagram, Friend Referral","High Price, Small Portion"
249,58,Female,Chennai,₹20k–40k,"Continental, Thai",Minty Lime,Rum Punch,Rarely,2,1124.0,Yes,"Swiggy Ads, Instagram, Google Search",Late Delivery
250,52,Male,Mumbai,₹40k–60k,Continental,Spicy Guava,Whiskey Sour,Rarely,2,1258.0,Yes,"Instagram, Zomato",Late Delivery
251,36,Female,Delhi,₹80k+,"Thai, Chinese, Continental",Spicy Guava,Whiskey Sour,Occasionally,4,1015.0,Yes,"Friend Referral, Swiggy Ads","High Price, Wrong Order"
252,33,Male,Mumbai,₹80k+,"Thai, Mexican",Virgin Mojito,Margarita,Rarely,2,972.0,No,"Zomato, Swiggy Ads, Google Search",High Price
253,20,Female,Hyderabad,₹20k–40k,Italian,Minty Lime,Whiskey Sour,Occasionally,5,703.0,No,Instagram,High Price
254,37,Female,Mumbai,₹80k+,"Indian, Mexican, Chinese",Fruit Fizz,Whiskey Sour,Rarely,1,1022.0,No,"Google Search, Friend Referral, Swiggy Ads",Small Portion
255,41,Male,Hyderabad,₹20k–40k,"Italian, Indian, Mexican",Spicy Guava,Rum Punch,Frequently,4,870.0,Yes,"Google Search, Instagram",High Price
256,50,Male,Hyderabad,₹80k+,"Thai, Italian",Fruit Fizz,Gin & Tonic,Rarely,2,1124.0,Yes,"Zomato, Swiggy Ads",High Price
257,41,Male,Bangalore,₹80k+,Mexican,Fruit Fizz,Rum Punch,Frequently,1,918.0,No,"Google Search, Zomato, Instagram",Wrong Order
258,28,Female,Chennai,₹20k–40k,"Chinese, Italian",Virgin Mojito,Gin & Tonic,Frequently,3,952.0,No,Zomato,Small Portion
259,25,Female,Hyderabad,₹60k–80k,"Chinese, Italian, Indian",Spicy Guava,Margarita,Rarely,2,708.0,Yes,Zomato,High Price
260,53,Other,Bangalore,₹80k+,"Chinese, Continental",Minty Lime,Whiskey Sour,Frequently,1,638.0,Yes,"Friend Referral, Swiggy Ads","High Price, Wrong Order"
261,55,Male,Chennai,₹40k–60k,"Indian, Italian, Thai",Spicy Guava,Margarita,Rarely,5,1372.0,Yes,"Instagram, Swiggy Ads",Small Portion
262,57,Female,Hyderabad,₹60k–80k,"Mexican, Thai, Chinese",Fruit Fizz,Gin & Tonic,Rarely,3,1026.0,Yes,"Zomato, Swiggy Ads, Friend Referral","Wrong Order, Small Portion"
263,37,Female,Hyderabad,₹20k–40k,"Italian, Mexican",Minty Lime,Rum Punch,Frequently,5,1081.0,Yes,Friend Referral,Late Delivery
264,52,Male,Mumbai,₹60k–80k,"Thai, Continental",Spicy Guava,Rum Punch,Frequently,1,818.0,No,"Swiggy Ads, Instagram, Friend Referral",Late Delivery
265,42,Other,Mumbai,<₹20k,Continental,Fruit Fizz,Margarita,Occasionally,5,1175.0,Yes,Zomato,Small Portion
266,52,Male,Chennai,<₹20k,Thai,Fruit Fizz,Gin & Tonic,Frequently,1,1139.0,Yes,"Swiggy Ads, Google Search, Instagram","Wrong Order, None"
267,42,Other,Hyderabad,₹80k+,"Indian, Italian, Continental",Virgin Mojito,Margarita,Occasionally,1,840.0,Yes,Friend Referral,Late Delivery
268,46,Female,Delhi,₹80k+,"Chinese, Thai, Italian",Virgin Mojito,Margarita,Frequently,5,788.0,Yes,Zomato,"None, Small Portion"
269,35,Other,Mumbai,₹40k–60k,Mexican,Virgin Mojito,Whiskey Sour,Rarely,1,853.0,Yes,Instagram,None
270,35,Female,Chennai,₹60k–80k,"Continental, Indian",Fruit Fizz,Margarita,Frequently,2,994.0,Yes,Google Search,"High Price, Wrong Order"
271,19,Male,Hyderabad,<₹20k,"Italian, Chinese",Spicy Guava,Whiskey Sour,Rarely,1,1033.0,Yes,"Friend Referral, Swiggy Ads",High Price
272,52,Male,Hyderabad,₹80k+,Italian,Virgin Mojito,Whiskey Sour,Rarely,4,1008.0,No,"Zomato, Instagram","Wrong Order, Small Portion"
273,33,Male,Delhi,₹60k–80k,Indian,Spicy Guava,Rum Punch,Rarely,1,1260.0,Yes,"Swiggy Ads, Instagram","High Price, None"
274,58,Other,Chennai,₹80k+,"Continental, Mexican, Indian",Virgin Mojito,Whiskey Sour,Occasionally,4,857.0,Yes,"Instagram, Friend Referral","Late Delivery, None"
275,53,Female,Hyderabad,₹80k+,"Mexican, Chinese",Minty Lime,Whiskey Sour,Frequently,1,783.0,Yes,Instagram,"Wrong Order, None"
276,50,Male,Mumbai,<₹20k,"Continental, Mexican",Minty Lime,Rum Punch,Rarely,1,1000.0,No,Swiggy Ads,None
277,21,Male,Delhi,<₹20k,"Chinese, Thai, Mexican",Virgin Mojito,Margarita,Rarely,5,661.0,Yes,Instagram,"High Price, Wrong Order"
278,50,Female,Chennai,₹80k+,"Indian, Italian",Fruit Fizz,Gin & Tonic,Occasionally,2,1139.0,No,"Instagram, Friend Referral",Small Portion
279,31,Male,Delhi,₹20k–40k,"Italian, Chinese",Virgin Mojito,Gin & Tonic,Frequently,2,1020.0,Yes,"Friend Referral, Google Search","Small Portion, Wrong Order"
280,38,Female,Mumbai,₹80k+,"Thai, Mexican, Italian",Virgin Mojito,Gin & Tonic,Frequently,3,932.0,No,Zomato,"Small Portion, High Price"
281,37,Female,Chennai,₹80k+,Thai,Fruit Fizz,Margarita,Occasionally,5,921.0,No,"Swiggy Ads, Google Search","Wrong Order, None"
282,25,Female,Delhi,₹40k–60k,Italian,Minty Lime,Whiskey Sour,Occasionally,5,1182.0,Yes,"Instagram, Friend Referral","Late Delivery, None"
283,24,Female,Bangalore,₹40k–60k,Indian,Spicy Guava,Gin & Tonic,Frequently,2,1176.0,Yes,Zomato,"Late Delivery, None"
284,20,Female,Mumbai,₹40k–60k,Italian,Virgin Mojito,Margarita,Occasionally,5,951.0,Yes,Swiggy Ads,"Wrong Order, Small Portion"
285,34,Other,Mumbai,₹20k–40k,"Mexican, Italian, Chinese",Fruit Fizz,Whiskey Sour,Frequently,2,1118.0,No,"Google Search, Swiggy Ads",Late Delivery
286,50,Male,Mumbai,₹20k–40k,"Continental, Mexican",Virgin Mojito,Rum Punch,Frequently,5,1173.0,Yes,"Instagram, Friend Referral, Google Search","High Price, Late Delivery"
287,29,Other,Bangalore,₹80k+,"Indian, Mexican, Italian",Fruit Fizz,Gin & Tonic,Rarely,1,1067.0,Yes,"Instagram, Friend Referral",Late Delivery
288,39,Male,Bangalore,₹40k–60k,"Chinese, Italian",Spicy Guava,Whiskey Sour,Rarely,2,959.0,No,"Google Search, Instagram",Small Portion
289,39,Other,Hyderabad,₹20k–40k,"Indian, Italian, Thai",Spicy Guava,Gin & Tonic,Frequently,2,1076.0,No,Zomato,Wrong Order
290,47,Female,Delhi,<₹20k,"Thai, Indian, Continental",Minty Lime,Gin & Tonic,Frequently,4,792.0,Yes,"Google Search, Instagram",High Price
291,55,Male,Hyderabad,₹80k+,"Continental, Chinese, Mexican",Fruit Fizz,Gin & Tonic,Frequently,5,1014.0,Yes,Zomato,High Price
292,55,Male,Delhi,₹60k–80k,Indian,Fruit Fizz,Whiskey Sour,Frequently,5,953.0,Yes,Google Search,"Wrong Order, Late Delivery"
293,25,Other,Bangalore,₹80k+,Chinese,Minty Lime,Margarita,Frequently,2,922.0,Yes,Zomato,"Late Delivery, High Price"
294,44,Other,Bangalore,₹60k–80k,Thai,Minty Lime,Whiskey Sour,Frequently,1,655.0,Yes,"Swiggy Ads, Instagram",None
295,44,Male,Hyderabad,₹40k–60k,Continental,Fruit Fizz,Gin & Tonic,Occasionally,1,794.0,Yes,Zomato,Wrong Order
296,51,Other,Chennai,₹60k–80k,Indian,Minty Lime,Whiskey Sour,Frequently,1,903.0,Yes,"Zomato, Friend Referral, Instagram","None, Late Delivery"
297,38,Other,Hyderabad,₹40k–60k,"Italian, Continental",Spicy Guava,Rum Punch,Occasionally,5,1179.0,No,Instagram,"Wrong Order, Late Delivery"
298,47,Other,Delhi,<₹20k,Mexican,Virgin Mojito,Margarita,Occasionally,4,1057.0,Yes,Instagram,Late Delivery
299,50,Female,Hyderabad,₹60k–80k,"Indian, Mexican",Spicy Guava,Whiskey Sour,Frequently,2,1188.0,Yes,"Swiggy Ads, Friend Referral",Small Portion
300,45,Female,Mumbai,₹80k+,"Thai, Indian",Minty Lime,Rum Punch,Frequently,3,1249.0,Yes,Friend Referral,"High Price, Wrong Order"
301,50,Other,Delhi,₹40k–60k,"Mexican, Continental, Chinese",Fruit Fizz,Margarita,Occasionally,4,1066.0,Yes,"Swiggy Ads, Zomato","Wrong Order, Late Delivery"
302,22,Other,Delhi,₹80k+,"Indian, Chinese, Mexican",Fruit Fizz,Rum Punch,Occasionally,3,1028.0,Yes,Swiggy Ads,None
303,36,Female,Chennai,₹20k–40k,Indian,Spicy Guava,Margarita,Frequently,4,805.0,Yes,"Google Search, Zomato, Swiggy Ads","Wrong Order, High Price"
304,21,Female,Bangalore,₹40k–60k,"Chinese, Continental",Fruit Fizz,Whiskey Sour,Frequently,1,1397.0,No,"Swiggy Ads, Zomato, Instagram",High Price
305,52,Male,Delhi,₹60k–80k,Continental,Minty Lime,Rum Punch,Occasionally,5,716.0,Yes,"Friend Referral, Swiggy Ads","Wrong Order, None"
306,34,Male,Bangalore,₹40k–60k,"Thai, Indian, Continental",Spicy Guava,Gin & Tonic,Occasionally,3,1024.0,Yes,Swiggy Ads,Wrong Order
307,45,Female,Hyderabad,₹80k+,"Continental, Chinese, Mexican",Fruit Fizz,Rum Punch,Occasionally,4,1167.0,No,Swiggy Ads,Small Portion
308,47,Other,Mumbai,<₹20k,Indian,Virgin Mojito,Margarita,Rarely,5,1169.0,Yes,"Google Search, Zomato, Instagram",None
309,46,Other,Chennai,₹40k–60k,Chinese,Virgin Mojito,Whiskey Sour,Occasionally,3,769.0,No,"Friend Referral, Zomato",None
310,23,Other,Bangalore,₹60k–80k,Chinese,Minty Lime,Margarita,Rarely,2,916.0,Yes,"Instagram, Zomato, Google Search",Late Delivery
311,52,Other,Delhi,₹20k–40k,"Italian, Continental, Mexican",Fruit Fizz,Rum Punch,Frequently,4,840.0,No,"Swiggy Ads, Zomato, Friend Referral","High Price, Small Portion"
312,58,Male,Bangalore,<₹20k,"Continental, Mexican, Indian",Minty Lime,Rum Punch,Frequently,2,604.0,Yes,"Instagram, Zomato, Friend Referral",High Price
313,54,Female,Delhi,₹20k–40k,"Italian, Mexican, Indian",Spicy Guava,Gin & Tonic,Occasionally,1,1026.0,No,"Instagram, Zomato, Friend Referral",Wrong Order
314,41,Other,Bangalore,₹40k–60k,"Continental, Mexican, Indian",Virgin Mojito,Whiskey Sour,Frequently,2,856.0,No,Zomato,Small Portion
315,46,Male,Delhi,₹80k+,Chinese,Spicy Guava,Whiskey Sour,Frequently,2,1301.0,Yes,"Friend Referral, Instagram, Swiggy Ads","Late Delivery, High Price"
316,48,Other,Hyderabad,₹80k+,"Indian, Chinese, Thai",Fruit Fizz,Rum Punch,Frequently,4,1123.0,Yes,Zomato,Small Portion
317,52,Female,Delhi,₹60k–80k,"Mexican, Indian, Italian",Minty Lime,Whiskey Sour,Frequently,1,1008.0,No,"Friend Referral, Instagram, Google Search","Late Delivery, None"
318,50,Male,Delhi,₹80k+,"Indian, Thai, Italian",Minty Lime,Gin & Tonic,Rarely,2,905.0,Yes,Friend Referral,"Late Delivery, Wrong Order"
319,38,Female,Mumbai,<₹20k,"Chinese, Mexican, Continental",Minty Lime,Margarita,Rarely,5,1023.0,Yes,Google Search,"None, Small Portion"
320,49,Female,Delhi,₹80k+,Thai,Spicy Guava,Whiskey Sour,Occasionally,3,949.0,Yes,"Friend Referral, Instagram",None
321,40,Male,Mumbai,₹60k–80k,Continental,Virgin Mojito,Rum Punch,Occasionally,2,1014.0,No,"Google Search, Instagram",Wrong Order
322,50,Male,Chennai,₹40k–60k,"Thai, Italian, Continental",Spicy Guava,Margarita,Occasionally,1,1380.0,Yes,"Swiggy Ads, Zomato","Late Delivery, None"
323,20,Male,Mumbai,₹40k–60k,"Italian, Thai, Mexican",Spicy Guava,Margarita,Frequently,2,787.0,Yes,Google Search,Small Portion
324,35,Male,Hyderabad,₹80k+,Chinese,Fruit Fizz,Gin & Tonic,Frequently,3,966.0,Yes,"Swiggy Ads, Friend Referral",Wrong Order
325,42,Male,Mumbai,₹20k–40k,"Italian, Continental, Chinese",Fruit Fizz,Rum Punch,Rarely,1,1141.0,No,"Instagram, Friend Referral, Swiggy Ads","Late Delivery, High Price"
326,59,Male,Chennai,₹40k–60k,"Italian, Mexican",Fruit Fizz,Whiskey Sour,Rarely,4,920.0,No,"Friend Referral, Google Search, Zomato",None
327,48,Male,Hyderabad,₹80k+,Continental,Virgin Mojito,Rum Punch,Occasionally,1,1316.0,No,"Zomato, Instagram",Late Delivery
328,20,Other,Bangalore,₹60k–80k,"Mexican, Indian",Virgin Mojito,Margarita,Rarely,4,1136.0,Yes,"Swiggy Ads, Google Search, Instagram","Small Portion, High Price"
329,57,Female,Bangalore,₹80k+,"Thai, Continental",Fruit Fizz,Rum Punch,Rarely,1,856.0,No,"Swiggy Ads, Google Search","Small Portion, None"
330,41,Male,Mumbai,₹40k–60k,"Chinese, Continental",Fruit Fizz,Whiskey Sour,Rarely,3,1041.0,Yes,"Instagram, Friend Referral, Swiggy Ads",High Price
331,49,Other,Mumbai,₹60k–80k,Indian,Virgin Mojito,Whiskey Sour,Rarely,3,859.0,Yes,Google Search,"High Price, Wrong Order"
332,39,Other,Chennai,₹80k+,"Indian, Chinese",Minty Lime,Gin & Tonic,Rarely,1,841.0,Yes,Swiggy Ads,Wrong Order
333,40,Other,Chennai,<₹20k,Thai,Virgin Mojito,Whiskey Sour,Occasionally,2,972.0,Yes,"Friend Referral, Zomato, Google Search",Wrong Order
334,19,Female,Delhi,₹60k–80k,"Continental, Italian, Chinese",Virgin Mojito,Whiskey Sour,Occasionally,3,1253.0,No,"Google Search, Swiggy Ads, Zomato",Wrong Order
335,44,Male,Chennai,<₹20k,"Italian, Continental, Mexican",Virgin Mojito,Rum Punch,Rarely,4,1149.0,Yes,Google Search,Late Delivery
336,59,Other,Delhi,₹20k–40k,Continental,Fruit Fizz,Rum Punch,Occasionally,4,995.0,Yes,"Google Search, Instagram, Swiggy Ads","High Price, Wrong Order"
337,19,Female,Hyderabad,₹60k–80k,"Chinese, Thai, Italian",Minty Lime,Margarita,Frequently,5,1156.0,No,Google Search,"None, Wrong Order"
338,43,Female,Mumbai,<₹20k,Thai,Virgin Mojito,Gin & Tonic,Rarely,4,1054.0,No,"Zomato, Swiggy Ads",Wrong Order
339,34,Female,Hyderabad,₹40k–60k,Italian,Fruit Fizz,Rum Punch,Frequently,5,766.0,Yes,Zomato,"Small Portion, Late Delivery"
340,57,Other,Chennai,₹40k–60k,Chinese,Spicy Guava,Whiskey Sour,Occasionally,1,971.0,Yes,Google Search,"Wrong Order, High Price"
